"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pk"
"PBANKA_0917700","-0.2 (0.53)","-0.14 (0.36)","-0.23 (1.3e-21)","0.0041 (0.15)","-0.015 (0.013)","0.0019 (0.0066)","0.00033 (0.9)","0.0049 (0.18)","-0.038 (0.00043)","-0.0024 (0.21)","0.031 (0.8)","-0.00079 (0.94)","0.63 (0.012)","PF3D7_1130600","PKNH_0928700"
"PBANKA_0917800","-0.13 (0.24)","0.015 (0.5)","0.17 (2.5e-73)","-0.023 (1.9e-05)","-0.072 (1.1e-10)","-0.0014 (0.74)","-0.019 (5.1e-05)","-2.7e-05 (0.9)","0.039 (6.5e-16)","0.55 (1.4e-08)","0.85 (0.97)","-2.5 (0.6)","-0.75 (0.24)","PF3D7_1130500","PKNH_0928600"
"PBANKA_0919000","-0.0046 (0.7)","0.025 (0.48)","0.99 (5.6e-110)","-0.68 (1.2e-135)","-0.21 (1.3e-17)","0.031 (0.0025)","-0.19 (1.9e-10)","0.00087 (0.42)","0.0032 (0.13)","-0.00079 (0.3)","0.096 (0.8)","-1.3e-05 (0.66)","-0.0099 (0.63)","PF3D7_1129200","PKNH_0927200"
"PBANKA_0919800","-0.55 (3.3e-07)","0.012 (0.75)","0.23 (3.8e-50)","-0.16 (4.7e-31)","-0.13 (5.9e-32)","0.019 (1.1e-05)","-0.021 (0.033)","-0.0038 (0.77)","0.0076 (0.29)","0.44 (1.7e-07)","0.72 (0.95)","0.3 (0.99)","0.52 (0.56)","PF3D7_1128400","PKNH_0926500"
"PBANKA_0920100","-0.055 (0.33)","0.00061 (0.58)","0.51 (2.3e-66)","-0.48 (9.3e-68)","-0.084 (4.4e-08)","0.016 (5.4e-06)","-0.049 (0.011)","0.0017 (0.23)","0.1 (1.3e-12)","0.0058 (0.86)","0.044 (0.9)","0.2 (0.6)","0.094 (0.5)","PF3D7_1128100","PKNH_0926200"
"PBANKA_0920800","-0.12 (0.34)","-0.045 (0.34)","0.27 (2.2e-54)","-0.13 (1.4e-18)","-0.023 (0.34)","0.18 (1.1e-29)","-0.62 (1.8e-14)","-0.023 (0.084)","0.32 (1.3e-20)","0.35 (5.5e-05)","0.85 (0.9)","-1.1 (0.61)","-0.69 (0.21)","PF3D7_1127600","PKNH_0925600"
"PBANKA_0920900","-0.00013 (0.00088)","0.0063 (0.52)","0.15 (0.00067)","-0.037 (0.0013)","0.0099 (0.81)","0.19 (1.1e-13)","-0.36 (1.4e-08)","-0.071 (0.0023)","-0.0062 (0.17)","0.00014 (2.2e-11)","-0.00025 (0.8)","0.00024 (0.6)","-0.0044 (0.97)","PF3D7_1127500","PKNH_0925500"
"PBANKA_0921400","-0.04 (0.93)","-0.069 (0.51)","0.017 (0.023)","-0.019 (3.1e-73)","0.0034 (4.7e-05)","-0.0025 (0.0088)","0.0018 (0.017)","-0.0029 (0.15)","0.13 (1.9e-21)","-0.23 (4.8e-10)","0.099 (0.87)","0.18 (0.67)","0.23 (0.42)","PF3D7_1127000","PKNH_0925000"
"PBANKA_0921700","-0.033 (0.69)","0.0011 (0.25)","0.0026 (1.4e-06)","0.0017 (0.043)","-0.007 (6.9e-06)","-0.00037 (0.5)","0.0032 (0.29)","0.17 (1.6e-11)","0.66 (2.9e-05)","-0.14 (0.091)","1.8 (0.8)","0 (1)","-0.03 (0.63)","PF3D7_1126700","PKNH_0924600"
"PBANKA_0922500","-0.031 (0.7)","-0.0099 (0.68)","0.016 (3e-04)","0.16 (2.4e-130)","0.3 (8.4e-26)","-0.09 (4.6e-11)","0.44 (7.8e-08)","-0.082 (0.36)","-0.18 (0.003)","-0.0012 (0.36)","0.74 (0.8)","0 (1)","-0.029 (0.66)","PF3D7_1125800","PKNH_0923700"
"PBANKA_0922900","-1.4 (2.1e-06)","0.032 (0.8)","-0.08 (7e-08)","-0.0077 (1.7e-08)","0.00047 (0.067)","0.0037 (1.3e-09)","-0.022 (7.7e-05)","-0.0034 (0.7)","0.09 (5.3e-11)","0.47 (2.6e-11)","-0.98 (0.87)","0.17 (1)","1.3 (0.003)","PF3D7_1125400","PKNH_0923300"
"PBANKA_0923300","0.00018 (0.63)","-0.0063 (0.82)","0.09 (3e-10)","0.67 (9.2e-186)","-0.022 (0.71)","-0.25 (3e-47)","0.011 (0.23)","-0.0079 (0.00019)","0.00046 (0.43)","9.6e-07 (0.99)","0.00014 (0.85)","-0.00095 (0.6)","-4.7e-05 (0.91)","PF3D7_1125000","PKNH_0922900"
"PBANKA_0923400","1.2 (1.2e-08)","-0.98 (2.1e-08)","-0.56 (3.7e-37)","-0.0015 (0.048)","0 (1)","0 (1)","0.2 (2.4e-37)","-0.11 (1.1e-31)","-0.0029 (0.29)","0.034 (4.9e-06)","-0.064 (0.95)","0.11 (0.6)","0.38 (0.21)","PF3D7_1124900","PKNH_0922800"
"PBANKA_0923500","0.6 (0.0014)","-0.82 (0.00067)","-0.094 (4.8e-15)","0.00068 (0.6)","-0.0026 (0.015)","0.0063 (1.2e-12)","-0.021 (5.3e-05)","-0.0074 (6.4e-10)","-0.00074 (0.55)","8.2e-06 (0.4)","-0.00032 (0.8)","8.4e-05 (0.72)","0.11 (0.63)","PF3D7_1124800","PKNH_0922600"
"PBANKA_0924100","-0.073 (0.016)","-0.0058 (0.74)","0.0092 (0.039)","0.085 (1.1e-34)","0.86 (3.8e-59)","-0.38 (5.8e-35)","-0.15 (0.085)","-0.031 (0.42)","0.025 (1e-07)","0.092 (0.09)","-0.79 (0.8)","-0.088 (1)","0.069 (0.79)","PF3D7_1124200","PKNH_0922000"
"PBANKA_0924300","-0.013 (0.69)","0.002 (0.92)","0.092 (4.8e-27)","-0.077 (3.3e-60)","0.0067 (0.14)","0.0035 (0.097)","0.19 (1.5e-06)","-0.33 (0.00087)","-0.12 (0.0027)","-0.019 (0.24)","0.12 (0.8)","0.13 (0.6)","0.0022 (0.98)","PF3D7_1124000","PKNH_0921800"
"PBANKA_0926100","-0.18 (0.71)","-0.37 (6.6e-12)","0.15 (2.8e-32)","-0.058 (6.8e-55)","0.002 (0.17)","-5e-04 (0.028)","0.0017 (0.055)","-0.00062 (0.11)","-0.00078 (3.4e-32)","0.007 (0.073)","0.00027 (0.99)","0.0019 (0.7)","0.2 (0.39)","PF3D7_1122200","PKNH_0919900"
"PBANKA_0926700","-0.5 (0.35)","-0.27 (0.014)","-0.076 (6.2e-22)","-0.0025 (6.2e-14)","0.00011 (0.52)","-4.1e-05 (0.012)","0 (1)","-7.2e-05 (0.92)","0.0012 (1.2e-05)","-0.00075 (0.67)","0.034 (0.8)","0.18 (0.59)","0.76 (0.0027)","PF3D7_1121600","PKNH_0919300"
"PBANKA_0927200","-0.63 (0.0046)","0.2 (0.091)","-0.84 (6.6e-70)","-0.0014 (0.04)","0 (1)","0.00059 (0.16)","0.028 (6.8e-05)","-0.14 (1.4e-09)","0.012 (0.73)","0.68 (1.5e-05)","-0.86 (0.97)","-2.4 (0.58)","-0.075 (0.89)","PF3D7_1121100","PKNH_0918800"
"PBANKA_0927300","-0.0076 (0.77)","-3.2e-06 (0.69)","3e-05 (2.4e-09)","9.6e-05 (0.0021)","0.0052 (0.098)","0.029 (4.4e-12)","0.28 (1.6e-08)","-0.33 (0.00016)","0.29 (0.042)","-0.049 (0.47)","1.3 (0.8)","0.37 (0.6)","-0.23 (0.59)","PF3D7_1121000","PKNH_0918700"
"PBANKA_0928200","0.83 (4.8e-08)","-0.97 (5.1e-10)","-0.3 (7.7e-17)","-0.0021 (0.26)","0.00029 (0.78)","0.0083 (4.2e-28)","-0.017 (4.5e-10)","3.9e-05 (0.98)","0.022 (0.00015)","-0.021 (0.0052)","0.084 (0.8)","0.073 (0.62)","0.17 (0.55)","PF3D7_1120000","PKNH_0917700"
"PBANKA_0929200","-0.06 (0.69)","0.0029 (0.31)","0.0082 (3.1e-08)","-0.0011 (0.71)","-0.0028 (0.69)","0.0018 (0.097)","0.047 (0.013)","0.14 (0.00025)","0.35 (0.0027)","-0.34 (3e-05)","1 (0.8)","0.35 (0.68)","-0.17 (0.63)","PF3D7_1118900","PKNH_0916600"
"PBANKA_0929300","0.12 (0.72)","-0.62 (2e-09)","0.0022 (0.49)","0.013 (5.7e-06)","0.072 (1.5e-12)","0.0052 (0.46)","-0.11 (7.7e-05)","0.0095 (0.84)","0.7 (1.4e-15)","-0.087 (0.05)","0.64 (0.93)","0.43 (0.7)","0.28 (0.63)","PF3D7_1118800","PKNH_0916500"
"PBANKA_0929400","0.0012 (0.97)","0.00025 (0.39)","1.5e-05 (0.5)","6.9e-05 (0.0058)","0.0014 (0.073)","0.0065 (2.4e-17)","0.0033 (0.68)","-0.064 (0.00034)","0.89 (2.9e-11)","-0.24 (0.0043)","0.62 (0.8)","0.25 (0.84)","-0.097 (0.59)","PF3D7_1118700","PKNH_0916400"
"PBANKA_0931100","-0.01 (0.7)","0.00059 (1.5e-11)","-0.00049 (0.57)","0.00077 (0.054)","0.0014 (0.47)","0.14 (1.5e-30)","0.44 (0.00011)","-0.25 (6.6e-08)","0.21 (0.046)","-0.056 (0.091)","0.17 (0.8)","0 (1)","-0.087 (0.63)","PF3D7_1116900","PKNH_0914600"
"PBANKA_0931200","0.48 (0.19)","1.1 (1.3e-06)","-0.39 (1.3e-64)","0.00027 (0.72)","0.00032 (0.14)","0.00045 (0.018)","0.032 (4e-15)","-0.0095 (2.7e-09)","0.2 (1.6e-25)","-0.27 (6e-12)","0.21 (0.8)","0.51 (0.6)","-0.021 (0.96)","PF3D7_1116800","PKNH_0914500"
"PBANKA_0932100","-0.0033 (0.7)","0.0054 (0.92)","0.23 (1.6e-26)","0.61 (4.7e-121)","-0.045 (0.39)","-0.33 (2.9e-39)","-0.06 (0.085)","0.068 (0.13)","-0.38 (5e-11)","-0.00072 (0.00032)","0.0021 (0.95)","0.00093 (0.9)","0.00069 (0.56)","PF3D7_1115900","PKNH_0913600"
"PBANKA_0932500","-0.018 (0.72)","-0.00011 (0.0096)","-1.1e-06 (0.77)","9.3e-05 (0.017)","0.0046 (0.083)","0.083 (1.7e-22)","0.83 (8.7e-37)","-0.95 (3.1e-45)","-0.055 (0.11)","-0.0034 (0.17)","0.28 (0.8)","0.083 (0.6)","-0.049 (0.68)","PF3D7_1115200","PKNH_0912700"
"PBANKA_0932700","-0.0048 (0.88)","0.003 (0.94)","0.55 (1e-65)","-0.5 (3.6e-80)","-0.12 (6e-10)","-0.0046 (0.032)","0.00074 (0.00031)","0.00076 (0.75)","0.00031 (0.86)","0.0023 (0.28)","-0.0083 (0.8)","0.028 (0.6)","0.041 (0.63)","PF3D7_1115000","PKNH_0912500"
"PBANKA_0932900","-0.0049 (0.69)","-0.00061 (0.0032)","0.0029 (0.00039)","0.021 (6.5e-09)","0.61 (1.7e-47)","-0.31 (2.8e-35)","-0.034 (0.23)","-0.0099 (0.049)","0.0079 (1.1e-10)","0.00018 (0.092)","-4.9e-05 (1)","0.00029 (1)","0.0012 (0.035)","PF3D7_1114800","PKNH_0912300"
"PBANKA_0933000","-0.036 (0.69)","0.0031 (0.36)","0.24 (1e-61)","-0.21 (7.5e-58)","-0.0092 (0.22)","0.066 (1.7e-07)","0.52 (9.6e-15)","-0.68 (3.3e-31)","-0.00093 (0.97)","-0.017 (0.22)","0.52 (0.8)","-5.5e-05 (1)","-0.037 (0.63)","PF3D7_1114700","PKNH_0912200"
"PBANKA_0934700","-0.0049 (0.7)","0.0062 (0.29)","0.058 (2.9e-15)","0.089 (1.5e-14)","0.024 (0.44)","0.025 (0.00074)","-0.08 (2.6e-05)","-0.0036 (0.27)","0.036 (0.00097)","-0.22 (0.11)","-0.82 (0.8)","0.051 (1)","-0.0013 (0.13)","PF3D7_1112900","PKNH_0910500"
"PBANKA_0935700","-0.0014 (0.72)","2.1e-05 (0.31)","0.0015 (6.3e-09)","0.0091 (8.9e-43)","0.021 (1.4e-12)","0.079 (2.5e-23)","0.58 (4.2e-25)","-0.65 (6.4e-26)","-0.011 (0.37)","-0.00056 (0.72)","0.07 (0.8)","0.001 (0.6)","-0.0029 (0.9)","PF3D7_1111900","PKNH_0909600"
"PBANKA_0936100","7e-05 (0.63)","0.043 (0.65)","0.5 (6.2e-58)","0.061 (0.052)","-0.3 (2.3e-06)","0.091 (6.2e-06)","-0.14 (0.081)","-0.13 (6.9e-17)","7.5e-05 (0.19)","2.5e-05 (0.52)","-0.0011 (0.8)","2.6e-06 (1)","2.7e-05 (0.91)","PF3D7_1111500","PKNH_0909200"
"PBANKA_0936900","-0.67 (0.00082)","-0.03 (0.41)","0.037 (4.7e-27)","-0.037 (2.2e-31)","0.021 (0.00083)","-0.0027 (0.82)","-0.05 (0.0023)","-0.008 (0.36)","0.012 (1.9e-05)","0.11 (0.00093)","-1.7 (0.8)","0.64 (0.6)","1.2 (0.019)","PF3D7_1110700","PKNH_0908400"
"PBANKA_0937000","-0.19 (0.056)","-0.014 (0.85)","0.49 (1.4e-67)","-0.46 (1.9e-91)","0.037 (0.17)","-0.088 (1.7e-32)","0.0051 (0.11)","-0.00085 (0.93)","0.43 (1.4e-19)","-0.65 (1.6e-08)","1.1 (0.8)","0.47 (0.6)","-0.11 (0.64)","PF3D7_1110600","PKNH_0908300"
"PBANKA_0937700","0.45 (1.3e-06)","-0.68 (1.6e-07)","-0.25 (1.9e-08)","-0.0024 (0.16)","0 (1)","2.6e-05 (0.19)","0.058 (5.6e-16)","-0.025 (8.7e-17)","-0.00032 (0.48)","-0.00072 (0.86)","-9.6e-05 (0.8)","-5.5e-05 (0.6)","0.057 (0.63)","PF3D7_1109900","PKNH_0907200"
"PBANKA_0937800","0.84 (6.1e-08)","-0.91 (7.5e-08)","-0.057 (0.00055)","-0.026 (6.7e-15)","-0.035 (4.2e-25)","0.00012 (0.65)","-0.00026 (0.56)","0.00071 (0.26)","0.013 (3.9e-05)","-0.022 (2.3e-06)","-0.00022 (0.8)","-0.00013 (0.6)","0.019 (0.86)","PF3D7_1109400","PKNH_0906900"
"PBANKA_0938500","-0.0053 (0.81)","0.027 (0.63)","0.33 (9e-36)","0.28 (1.8e-25)","0.1 (0.073)","-0.34 (1.6e-45)","0.26 (3e-05)","-0.22 (5.8e-14)","0.0016 (0.5)","0.2 (8.9e-12)","-0.48 (0.8)","-0.66 (0.6)","-0.079 (0.63)","PF3D7_1108500","PKNH_0906100"
"PBANKA_0940700","0.077 (7.4e-06)","0.3 (2.8e-10)","-0.73 (3.5e-40)","-0.01 (0.079)","0.039 (5.4e-07)","0.0015 (0.82)","0.24 (5.9e-08)","-0.18 (2.8e-21)","-0.0015 (0.12)","9.6e-05 (2.6e-05)","-6.6e-05 (0.99)","0.00013 (0.71)","0.0034 (0.98)","PF3D7_1106200","PKNH_0903800"
"PBANKA_0940800","-0.039 (0.42)","0.012 (0.28)","0.66 (1.5e-82)","-0.4 (1.1e-53)","0.28 (2.9e-09)","-0.13 (6.7e-07)","0.07 (0.041)","-0.072 (3e-09)","0.0026 (0.51)","0.00082 (4.5e-13)","-0.0012 (0.8)","-0.00067 (0.6)","0.034 (0.68)","PF3D7_1106100","PKNH_0903700"
"PBANKA_0941100","-0.026 (0.53)","0.19 (0.006)","0.67 (2.8e-45)","-0.73 (1.6e-183)","0.0024 (0.98)","-0.041 (9.4e-08)","-0.0028 (0.97)","-0.084 (0.0051)","-0.03 (0.014)","-0.0016 (0.26)","0.1 (0.8)","0.013 (0.6)","0.064 (0.82)","PF3D7_1105800","PKNH_0903400"
"PBANKA_0941400","-0.037 (0.25)","-0.006 (0.58)","0.011 (1.4e-05)","0.1 (2.2e-52)","0.67 (7.6e-50)","-0.29 (6.6e-24)","-0.12 (1.6e-05)","-0.014 (0.02)","0.001 (0.11)","0.086 (6.8e-06)","-0.56 (0.82)","-0.12 (0.91)","0.03 (0.74)","PF3D7_1105500","PKNH_0903100"
"PBANKA_0942800","-1.3 (1.3e-06)","0.081 (0.42)","-0.11 (2.3e-18)","-0.0037 (0.00079)","1e-04 (0.098)","0.0017 (6e-06)","-0.013 (9.1e-05)","-0.0024 (0.76)","0.0039 (0.11)","0.48 (1.1e-18)","0.85 (0.83)","-0.38 (0.83)","1.5 (0.002)","PF3D7_1104100","PKNH_0901700"
"PBANKA_0943600","0.91 (1.1e-09)","0.2 (0.39)","-0.86 (5.6e-123)","-0.0021 (0.13)","0 (1)","0.0086 (3e-15)","-0.018 (0.035)","-0.015 (1.3e-12)","-0.00088 (0.2)","8.3e-05 (4.8e-10)","-1e-04 (0.83)","-8.6e-05 (0.63)","0.092 (0.72)","PF3D7_1103100","PKNH_0900700"
"PBANKA_1000900","-0.00068 (0.035)","0.035 (0.39)","0.33 (1.2e-61)","0.27 (8.7e-45)","0.1 (0.045)","-0.26 (1.6e-44)","0.31 (8.9e-14)","-0.065 (0.0088)","-0.25 (2.2e-06)","-0.084 (2.3e-06)","-0.0019 (0.8)","0.063 (0.6)","0.00012 (0.85)","PF3D7_0403300","PKNH_0301100"
"PBANKA_1001400","-0.021 (0.7)","0.2 (0.015)","0.57 (2.8e-34)","-0.27 (2e-33)","0.065 (0.088)","-0.085 (7.3e-22)","-0.017 (0.73)","-0.13 (2e-05)","-0.014 (0.13)","0.005 (0.059)","-0.00029 (0.93)","-0.00045 (0.6)","0.024 (0.92)","PF3D7_0403700","PKNH_0301700"
"PBANKA_1002400","-0.028 (0.72)","0.00046 (0.075)","-7.8e-05 (0.24)","-1e-05 (0.46)","0.00023 (0.0041)","0.011 (0.034)","0.44 (9.3e-16)","-0.32 (6.9e-05)","-1.1 (1.9e-18)","-0.0027 (0.36)","0 (1)","0 (1)","-0.077 (0.63)","PF3D7_0404700","PKNH_0302800"
"PBANKA_1002700","0.93 (7.6e-07)","-0.54 (0.019)","-0.3 (2.1e-39)","0.013 (3.5e-11)","0.0074 (0.26)","-0.0064 (5.6e-07)","0.0043 (0.0078)","-0.0078 (8.2e-08)","0.00017 (0.73)","-0.001 (0.77)","0 (1)","0.0096 (0.6)","0.076 (0.71)","PF3D7_0405000","PKNH_0303100"
"PBANKA_1002900","-0.061 (0.69)","0.00075 (0.25)","0.00023 (1.9e-45)","0.00013 (0.13)","0.018 (2.2e-23)","0.0047 (0.087)","0.078 (9.2e-08)","0.02 (0.46)","1.3 (1.6e-13)","-0.13 (0.1)","2.5 (0.8)","0.021 (0.6)","-0.16 (0.63)","PF3D7_0405200","PKNH_0303300"
"PBANKA_1003600","-0.023 (0.69)","0.00012 (0.4)","0.00031 (0.001)","0.0018 (1.7e-38)","0.0053 (0.11)","0.01 (0.051)","0.59 (6.9e-26)","-0.54 (2.6e-14)","-0.63 (2.9e-11)","-0.00013 (0.22)","0.081 (0.8)","0.28 (0.6)","-0.079 (0.72)","PF3D7_0405900","PKNH_0304000"
"PBANKA_1004000","-0.0091 (0.71)","-0.0067 (0.84)","0.27 (4.1e-19)","-0.049 (7.9e-05)","0.072 (0.0026)","-0.13 (3.2e-68)","-0.0015 (0.015)","0.00077 (0.32)","-0.0016 (0.3)","0.00049 (6.8e-09)","-0.00069 (0.83)","-0.00026 (0.84)","-0.03 (0.63)","PF3D7_0406400","PKNH_0304400"
"PBANKA_1004300","-0.0072 (0.047)","0 (1)","0.0038 (0.17)","0.012 (2.1e-06)","0.34 (1.5e-36)","-0.18 (8.7e-24)","0.29 (0.00024)","-0.6 (2.5e-12)","-0.032 (0.13)","-2e-04 (0.88)","0.015 (0.8)","0.18 (0.6)","-0.0057 (0.71)","PF3D7_0406700","PKNH_0304700"
"PBANKA_1004400","-0.0092 (0.59)","0.0085 (0.82)","0.65 (1.3e-91)","-0.37 (4.6e-37)","-0.24 (7.6e-14)","0.16 (3.5e-23)","-0.28 (1.4e-13)","0.00027 (0.98)","-0.0021 (0.43)","0.00069 (2e-06)","-0.0062 (0.8)","0.00013 (1)","-0.0018 (0.55)","PF3D7_0406800","PKNH_0304800"
"PBANKA_1004800","-0.48 (0.33)","-0.37 (0.0031)","0.079 (2.7e-08)","-0.083 (9.7e-49)","0.19 (1.3e-32)","-0.1 (5.4e-68)","-0.0074 (0.1)","-0.00057 (0.93)","0.0017 (0.017)","0.22 (9.7e-16)","-0.41 (0.88)","-0.15 (0.96)","0.6 (0.04)","PF3D7_0407200","PKNH_0305200"
"PBANKA_1005900","-0.43 (0.0018)","0.16 (0.0062)","0.94 (5.3e-76)","-0.72 (1.2e-150)","-0.094 (1.1e-05)","-0.062 (1.1e-12)","-0.043 (0.014)","0.22 (6.1e-14)","-0.31 (2.5e-06)","0.14 (0.099)","-1.4 (0.84)","1.3 (0.6)","0.98 (0.088)","PF3D7_0408300","PKNH_0306300"
"PBANKA_1006700","0.36 (0.015)","-0.37 (0.042)","-0.26 (2.3e-23)","-0.029 (1.2e-29)","9.2e-05 (0.96)","0.0079 (4e-11)","0.19 (5.2e-23)","-0.091 (5.3e-08)","0.078 (5.5e-06)","0.11 (0.011)","1.1 (0.81)","0.78 (0.67)","0.46 (0.26)","PF3D7_0409100","PKNH_0307100"
"PBANKA_1007300","0.051 (0.46)","0.00071 (2.2e-09)","0.00079 (0.85)","0.12 (4.2e-24)","-0.0014 (1)","-0.093 (1.1e-07)","0.17 (0.023)","-0.39 (5e-18)","-0.016 (0.055)","0.018 (0.074)","-0.26 (0.86)","-0.18 (0.6)","-0.012 (0.72)","PF3D7_0409700","PKNH_0307800"
"PBANKA_1008000","-0.75 (0.0024)","0.069 (0.11)","0.47 (3.2e-30)","-0.36 (2.8e-109)","-0.0026 (0.23)","-0.00063 (0.42)","0.00058 (1.2e-08)","-0.00028 (0.35)","0.0039 (0.021)","0.24 (0.16)","-0.47 (0.92)","-0.69 (0.6)","0.034 (0.85)","PF3D7_0410600","PKNH_0308700"
"PBANKA_1008200","0.08 (0.46)","0.0079 (0.91)","0.23 (6.1e-42)","-0.2 (1.7e-40)","0.14 (5.4e-05)","-0.1 (1.9e-05)","0.27 (7e-07)","-0.2 (1.5e-14)","-0.01 (0.065)","-1.7e-06 (1)","0.00021 (0.83)","8.1e-05 (0.53)","0.21 (0.63)","PF3D7_1436600","PKNH_0423200"
"PBANKA_1010400","-0.012 (0.7)","4.7e-05 (0.023)","-7.5e-05 (0.49)","0.00021 (0.087)","0.0046 (0.057)","0.02 (5.1e-10)","0.24 (5.9e-17)","-0.37 (6.9e-17)","0.41 (0.0026)","-0.11 (0.098)","0.16 (0.8)","0 (1)","-0.032 (0.72)","PF3D7_1434400","PKNH_0421000"
"PBANKA_1010600","0.0062 (0.19)","0.028 (0.65)","0.66 (3.8e-93)","0.027 (0.14)","0.51 (1.1e-24)","-0.6 (4.2e-95)","0.22 (8.5e-09)","-0.29 (3.3e-21)","-0.0022 (0.69)","-2e-05 (0.34)","0 (1)","0 (1)","0.024 (0.63)","PF3D7_1434200","PKNH_0420800"
"PBANKA_1010800","0.0049 (0.72)","0.61 (2e-12)","-0.35 (8.8e-13)","-0.12 (2.3e-36)","-0.013 (0.0015)","0.00025 (0.58)","-0.0015 (0.07)","-0.00071 (0.24)","2.8e-07 (0.99)","4.7e-05 (0.016)","-1.9e-05 (1)","0.00061 (0.6)","0.02 (0.56)","PF3D7_1434000","PKNH_0420600"
"PBANKA_1011300","-0.015 (0.51)","0.038 (0.31)","0.96 (1.2e-99)","-0.73 (1.7e-141)","-0.23 (3.6e-20)","0.04 (9.2e-10)","0.0036 (0.8)","-0.013 (0.018)","-0.0041 (0.64)","0.0027 (0.099)","0.063 (0.8)","-0.0065 (1)","0.016 (0.63)","PF3D7_1433600","PKNH_0420200"
"PBANKA_1012500","-0.025 (0.72)","-0.034 (9.1e-05)","0.012 (1.5e-10)","-0.0074 (2.2e-06)","0.045 (1.7e-15)","-0.031 (2.1e-27)","0.0024 (0.37)","0.074 (2.5e-06)","1.4 (2.4e-19)","-0.28 (0.0043)","1.1 (0.8)","0.6 (0.6)","-0.039 (0.56)","PF3D7_1432400","PKNH_0419000"
"PBANKA_1012800","0.015 (0.015)","-0.027 (0.17)","0.47 (2e-26)","-0.46 (1.4e-61)","-0.048 (0.009)","0.033 (0.027)","-0.14 (2.9e-05)","-0.052 (1.1e-07)","-0.0021 (0.53)","-0.0038 (0.021)","-0.001 (0.8)","-0.001 (0.6)","-0.062 (0.63)","PF3D7_1432100","PKNH_1326700"
"PBANKA_1014500","-0.051 (0.72)","7.2e-06 (0.42)","0.00013 (0.00015)","0.00037 (5.7e-08)","0.0094 (0.092)","0.015 (0.014)","0.22 (3.4e-10)","0.19 (0.0023)","-1.4 (1.2e-15)","0 (1)","0.47 (0.8)","0.014 (0.6)","-0.18 (0.63)","PF3D7_1430200","PKNH_1328500"
"PBANKA_1015400","0.0079 (0.79)","0.026 (0.65)","0.18 (5.8e-36)","0.42 (1.3e-169)","0.0015 (1)","-0.23 (1.1e-72)","-0.093 (1.2e-08)","-0.0066 (0.29)","0.46 (1.2e-09)","-1.2 (1.1e-11)","0.98 (0.94)","-1.6 (0.6)","-0.061 (0.79)","PF3D7_1429300","PKNH_1329400"
"PBANKA_1016300","0.0013 (0.99)","0.025 (0.69)","0.67 (3.5e-58)","-0.021 (0.41)","-0.86 (3.9e-78)","-0.0014 (0.87)","0.0021 (0.1)","-0.0092 (0.11)","0.28 (2.1e-08)","-0.13 (0.092)","-2.4 (0.8)","0.52 (0.68)","-0.29 (0.088)","PF3D7_1428300","PKNH_1330400"
"PBANKA_1016600","-0.0016 (0.091)","0.012 (0.29)","0.36 (8.5e-37)","-0.097 (0.00011)","0.14 (0.0019)","-0.11 (1.7e-10)","0.0014 (0.98)","-0.015 (0.00079)","0.00026 (0.52)","-5.9e-05 (0.62)","0.0026 (0.8)","9.8e-05 (0.95)","0.00083 (0.78)","PF3D7_1428000","PKNH_1330700"
"PBANKA_1017300","0.0025 (0.69)","0.00044 (0.99)","0.052 (8e-17)","0.17 (1.6e-68)","0.68 (1.6e-45)","-0.33 (3.8e-32)","-0.11 (9.1e-05)","-0.012 (0.025)","0.011 (1.6e-15)","-0.0027 (0.073)","0.033 (0.8)","0.0066 (1)","0.0081 (0.85)","PF3D7_1427300","PKNH_1331400"
"PBANKA_1019400","0.72 (8e-04)","-0.44 (0.0081)","-1 (3.1e-137)","-0.0018 (0.48)","-0.00046 (0.26)","0.00045 (0.033)","0.037 (2.1e-13)","-0.0063 (0.39)","0.2 (4.8e-16)","0.3 (2.5e-07)","0.19 (1)","0.81 (0.6)","0.61 (0.0076)","PF3D7_1424400","PKNH_1333700"
"PBANKA_1019500","0.71 (1.7e-07)","-0.49 (5.1e-05)","-0.44 (1.2e-22)","-3.8e-05 (0.94)","0 (1)","0.004 (4.4e-10)","-0.014 (2.3e-06)","-7e-04 (0.37)","0.0078 (0.002)","-0.0011 (0.25)","-7.6e-05 (0.9)","-1.8e-05 (1)","0.1 (0.63)","PF3D7_1424100","PKNH_1333800"
"PBANKA_1019800","-0.028 (0.69)","0.00018 (4.4e-14)","-0.00036 (9.7e-06)","-4.3e-06 (0.92)","0.00035 (0.0038)","0.00069 (0.33)","0.034 (0.00092)","-0.04 (0.032)","0.95 (1.2e-23)","-1.6 (2.1e-18)","0.12 (1)","-0.37 (0.84)","-0.08 (0.63)","PF3D7_1423600","PKNH_1334400"
"PBANKA_1021400","4e-04 (0.031)","0.00011 (0.31)","0.0039 (0.0026)","0.0024 (0.3)","0.16 (5.1e-15)","-0.016 (0.39)","0.26 (6.2e-06)","0.077 (0.36)","-0.47 (1.8e-18)","-0.00049 (9.2e-06)","0.00097 (0.93)","2.1e-05 (1)","-0.011 (0.65)","PF3D7_1422000","PKNH_1336000"
