"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pf","pb"
"PKNH_0733200","-0.27 (8.5e-08)","-0.00028 (0.98)","0.14 (2.8e-09)","-0.19 (5.2e-13)","-0.035 (0.00086)","0.0064 (0.13)","0.043 (0.017)","-0.11 (4.3e-18)","0.31 (7.8e-43)","0.39 (6.4e-08)","-0.069 (1)","0.34 (0.95)","-0.54 (0.0069)","PF3D7_0934500","PBANKA_0835300"
"PKNH_0734400","-9.8e-08 (0.89)","-7.7e-05 (0.98)","-0.00061 (0.0057)","0.0048 (0.00065)","0.22 (1.8e-32)","0.21 (1.3e-50)","0.14 (0.12)","-1 (7.1e-106)","0.0032 (0.77)","0.00015 (0.63)","-0.0031 (0.98)","0.0016 (0.92)","0.0015 (0.0043)","PF3D7_0935800","PBANKA_0836300"
"PKNH_0944700","-9e-07 (0.067)","8.8e-06 (0.98)","-0.00074 (0.91)","0.38 (8.9e-23)","0.012 (0.99)","-0.022 (0.39)","-0.4 (0.0013)","-0.028 (1.6e-05)","0.00055 (1.1e-41)","1.2e-07 (1)","5.6e-06 (0.98)","0.00077 (0.018)","-3e-06 (0.0047)","PF3D7_1146900","PBANKA_0902200"
"PKNH_0943200","-0.0025 (0.12)","8.1e-05 (0.26)","0.00011 (0.049)","0.0081 (3.3e-05)","0.0055 (0.22)","-0.01 (2.4e-08)","0.0017 (0.89)","0.37 (5e-56)","-0.8 (1.1e-24)","0.066 (7.8e-06)","-0.14 (0.98)","0.28 (0.41)","-0.088 (0.036)","PF3D7_1145300","PBANKA_0903700"
"PKNH_0942800","-0.012 (0.00022)","-9.8e-05 (1)","0.24 (9.2e-09)","-0.21 (4.5e-09)","-0.0058 (0.96)","0.061 (7.5e-09)","0.13 (0.21)","-0.32 (3.1e-42)","-0.00085 (0.87)","0.019 (1.2e-05)","-0.1 (0.98)","-0.2 (0.16)","-0.017 (0.19)","PF3D7_1144900","PBANKA_0904100"
"PKNH_0942600","-0.00023 (7.9e-17)","-0.0044 (0.98)","0.03 (0.0062)","0.47 (7.3e-21)","-0.45 (2.7e-11)","-0.047 (4.3e-07)","0.067 (0.0023)","-0.14 (6e-45)","-0.00039 (0.83)","0.0085 (0.0023)","-0.076 (0.98)","0.022 (0.9)","-0.0056 (0.33)","PF3D7_1144700","PBANKA_0904300"
"PKNH_0942200","0.024 (1.5e-07)","0.086 (0.018)","0.32 (8.6e-15)","-0.23 (2.1e-22)","-1.3e-05 (1)","-0.00022 (0.14)","2.9e-05 (0.23)","0.00019 (0.41)","0.00029 (0.68)","-0.00057 (0.34)","-0.0081 (0.88)","-0.00032 (0.98)","0.0014 (0.28)","PF3D7_1144300","PBANKA_0904700"
"PKNH_0941900","0.00017 (0.91)","0.72 (9.9e-06)","-0.78 (2.6e-26)","-0.074 (1.8e-09)","-4.3e-05 (1)","-0.00032 (0.14)","0.0022 (0.012)","-0.0036 (3e-04)","-0.0028 (4.7e-07)","-5e-05 (0.0043)","5.3e-05 (1)","-0.011 (0.018)","0.00031 (0.3)","PF3D7_1144000","PBANKA_0905000"
"PKNH_0941800","0.00059 (4.4e-07)","-0.00026 (0.11)","0.11 (1.7e-05)","-0.084 (0.07)","-0.11 (0.027)","0.045 (1.6e-05)","0.13 (0.054)","0.29 (5.1e-24)","-0.75 (8e-27)","0.00061 (3.9e-10)","-0.0031 (0.92)","0.0017 (0.65)","-0.00018 (0.55)","PF3D7_1143900","PBANKA_0905100"
"PKNH_0941300","0.37 (4.3e-08)","-0.46 (9.8e-05)","0.26 (1.1e-06)","-0.3 (1.7e-26)","-0.0069 (0.0074)","0.0028 (0.0064)","-0.0045 (0.25)","0.0044 (0.13)","-0.015 (0.33)","0.00029 (2.8e-20)","-3.9e-05 (1)","0.0066 (1)","0.22 (0.00019)","PF3D7_1143400","PBANKA_0905600"
"PKNH_0940300","0.35 (4.4e-18)","0.37 (2.2e-05)","-0.5 (2.1e-12)","-0.082 (7.8e-10)","-7.4e-05 (1)","-0.0018 (0.14)","0 (1)","0.006 (0.017)","-0.0085 (0.23)","-7e-05 (0.95)","0.0056 (1)","0.0034 (0.87)","0.013 (0.4)","PF3D7_1142500","PBANKA_0906500"
"PKNH_0940200","0.038 (1.1e-10)","0.23 (0.052)","-0.27 (5.9e-06)","-0.078 (3.3e-12)","0.0025 (0.42)","-7.8e-05 (0.93)","-0.0021 (0.22)","0.00025 (0.43)","0.001 (0.37)","-0.0021 (0.41)","-0.0021 (0.98)","-0.0073 (0.66)","0.0033 (0.19)","PF3D7_1142400","PBANKA_0906600"
"PKNH_0940100","-0.23 (1.6e-10)","-0.0097 (0.54)","0.013 (0.2)","0.17 (1.1e-07)","-0.2 (1.1e-09)","0.038 (3.5e-07)","0.056 (0.33)","-0.18 (1.1e-75)","0.15 (5.4e-05)","0.68 (5.8e-07)","0.28 (1)","0.36 (0.97)","-0.64 (0.002)","PF3D7_1142300","PBANKA_0906700"
"PKNH_0939600","-0.00077 (0.074)","-9e-05 (1)","3.2e-06 (0.9)","0.0091 (1.2e-12)","0.098 (6.1e-28)","0.23 (4.7e-48)","-0.14 (0.21)","-0.76 (8.8e-66)","0.032 (0.29)","-0.00058 (0.58)","0 (1)","0 (1)","0.0013 (0.32)","PF3D7_1141800","PBANKA_0907200"
"PKNH_0939300","-0.0014 (0.077)","1.8e-06 (0.68)","3e-04 (0.78)","0.11 (1.6e-51)","-0.056 (1.3e-12)","-0.021 (1.7e-29)","0.00091 (0.95)","-0.021 (2.4e-07)","0.57 (7.5e-09)","-0.039 (0.0031)","0.078 (0.98)","0.00042 (0.18)","0.0078 (0.13)","PF3D7_1141500","PBANKA_0907500"
"PKNH_0939200","1e-04 (3.5e-12)","1.3e-05 (1)","0.075 (0.0041)","-0.018 (0.6)","-0.06 (0.017)","0.015 (0.024)","-0.039 (0.18)","-0.0023 (0.11)","-0.00019 (0.76)","-6e-05 (1.8e-05)","5.6e-06 (1)","4e-04 (0.52)","-6.3e-06 (0.92)","PF3D7_1141400","PBANKA_0907600"
"PKNH_0939000","0.00024 (0.0034)","-0.00015 (1)","0.27 (7.5e-12)","-0.31 (1.1e-15)","-0.026 (0.0051)","-0.0026 (0.0098)","0.022 (0.047)","-0.0021 (0.21)","-0.0014 (0.45)","0.00018 (0.00025)","2.1e-05 (0.98)","-0.0045 (0.051)","-0.00026 (0.11)","PF3D7_1141200","PBANKA_0907800"
"PKNH_0938000","-8e-08 (0.32)","-0.00012 (0.98)","0.19 (9.6e-13)","-0.24 (7.7e-15)","0.0081 (0.87)","0.087 (1.2e-13)","0.058 (0.57)","-0.49 (1.5e-38)","-0.016 (6.1e-05)","0.00031 (1.3e-23)","-3e-04 (0.92)","-0.038 (0.018)","1.9e-05 (0.35)","PF3D7_1140200","PBANKA_0908800"
"PKNH_0937900","-0.00087 (2.2e-17)","-0.0025 (0.98)","0.017 (0.28)","0.36 (1.4e-22)","-0.14 (0.05)","-0.12 (4.4e-20)","0.06 (0.11)","-0.17 (4.7e-19)","-0.0037 (0.015)","0.00056 (8.2e-21)","0.00025 (1)","8e-04 (0.69)","0.00051 (0.013)","PF3D7_1140100","PBANKA_0908900"
"PKNH_0936900","9.1e-06 (0.93)","-0.00017 (4.9e-08)","0.00011 (0.91)","-0.00065 (0.11)","0.00021 (0.59)","0.0017 (0.00022)","0.0056 (0.42)","0.21 (1.2e-86)","0.18 (0.12)","-0.013 (0.16)","0 (1)","0 (1)","1.9e-05 (0.28)","PF3D7_1138700","PBANKA_0910000"
"PKNH_0936800","-0.00043 (0.2)","0.013 (0.47)","0.14 (2.7e-10)","-0.073 (7.6e-08)","0.018 (0.0011)","-0.0061 (1e-07)","0.067 (1.2e-05)","-0.13 (1.7e-06)","-0.027 (0.0033)","0.00032 (0.32)","0.0025 (0.98)","-0.037 (0.02)","-0.00019 (0.71)","PF3D7_1138600","PBANKA_0910100"
"PKNH_0934500","-0.00062 (0.43)","0.077 (0.47)","0.25 (1.4e-09)","-0.18 (2.7e-14)","0.0036 (0.42)","0.0041 (0.011)","0.027 (0.15)","-0.016 (0.28)","-0.085 (0.00014)","0.0022 (0.0085)","0.023 (0.92)","-0.034 (0.018)","-0.00046 (0.78)","PF3D7_1136300","PBANKA_0912300"
"PKNH_0934100","-1.2e-07 (0.96)","5.3e-06 (0.99)","0.04 (0.0061)","0.3 (2.5e-13)","-0.26 (5.2e-10)","-0.01 (0.29)","-0.02 (0.73)","-0.016 (0.19)","-0.03 (4.5e-09)","0.00027 (3.2e-08)","0.00092 (0.98)","-0.00045 (0.83)","-0.00028 (0.0035)","PF3D7_1135900","PBANKA_0912700"
"PKNH_0933800","-0.0011 (5.4e-07)","0.0016 (8.9e-08)","0.0047 (0.46)","0.41 (1.3e-17)","-0.31 (1.6e-12)","-0.0079 (0.39)","-0.016 (0.85)","-0.21 (1.4e-27)","0.021 (0.77)","-0.045 (1.9e-07)","8e-04 (0.92)","0.00017 (0.78)","-8e-05 (0.65)","PF3D7_1135600","PBANKA_0913000"
"PKNH_0933700","-0.00026 (0.25)","-6.3e-06 (1)","0.11 (3.4e-07)","-0.12 (0.0032)","-0.11 (1.6e-07)","-0.0017 (0.0083)","0.0011 (0.21)","-0.0067 (0.0012)","-0.0036 (0.28)","0.0037 (1.7e-06)","0.018 (0.98)","0.00053 (1)","-0.0064 (0.0024)","PF3D7_1135500","PBANKA_0913100"
"PKNH_0932600","2.8e-05 (0.14)","1.4e-05 (0.98)","0.24 (2.7e-10)","-0.4 (8.9e-25)","-4.6e-05 (1)","0.0066 (3e-10)","0.0086 (0.44)","-0.039 (1.3e-22)","0.26 (1.9e-24)","-0.19 (4.7e-09)","0.001 (0.99)","-0.0016 (0.68)","0.00071 (0.0044)","PF3D7_1134400","PBANKA_0914000"
"PKNH_0929300","-2.6e-05 (0.25)","4.7e-05 (0.16)","0.024 (0.025)","0.15 (7.9e-05)","-0.12 (7e-07)","-0.0041 (0.43)","0.045 (0.038)","-0.13 (7.8e-15)","-0.038 (0.0053)","0.0021 (0.053)","0.011 (0.98)","-0.00017 (0.92)","-1.1e-06 (1)","PF3D7_1131200","PBANKA_0917000"
"PKNH_0928700","-0.0015 (0.013)","0.0012 (0.98)","0.31 (6e-08)","-0.12 (1.1e-09)","0.12 (4e-19)","0.024 (4.5e-05)","-0.051 (0.086)","-0.12 (6.1e-68)","-0.0093 (5.9e-06)","0.0045 (3.8e-05)","0.00017 (1)","-0.11 (0.025)","0.0024 (0.55)","PF3D7_1130600","PBANKA_0917700"
"PKNH_0928600","-5.7e-06 (0.28)","1.7e-05 (0.98)","0.093 (3.7e-07)","-0.27 (2.9e-09)","0.069 (0.017)","0.15 (2e-16)","-0.28 (0.00044)","-0.19 (3.3e-50)","-0.00062 (1.2e-06)","5e-04 (2.2e-08)","2e-05 (0.79)","0.0018 (0.018)","1.4e-05 (0.095)","PF3D7_1130500","PBANKA_0917800"
"PKNH_0927200","0.00039 (0.85)","-0.0023 (0.66)","0.083 (1.7e-06)","-0.081 (0.09)","-0.14 (1.8e-07)","0.24 (4.2e-30)","-0.21 (0.11)","-0.16 (1.7e-09)","-0.047 (2.5e-17)","0.0059 (0.00011)","0.0019 (1)","-0.099 (0.05)","0.0013 (0.92)","PF3D7_1129200","PBANKA_0919000"
"PKNH_0926500","-0.0012 (6.3e-20)","0.00054 (0.98)","0.0085 (0.35)","0.16 (0.0012)","-0.2 (8.8e-06)","0.18 (1.1e-30)","-0.19 (0.051)","-0.1 (2.6e-22)","-0.0033 (0.21)","0.00017 (0.26)","-3.6e-05 (1)","-0.094 (0.018)","-0.00014 (0.3)","PF3D7_1128400","PBANKA_0919800"
"PKNH_0926200","2.1e-05 (0.039)","1.7e-06 (1)","0.15 (5.2e-08)","-0.27 (3.6e-13)","0.0026 (1)","-0.028 (3.6e-10)","0.0044 (0.77)","-0.00099 (0.79)","-0.05 (0.0056)","2.2e-05 (0.07)","-1.9e-05 (1)","2e-04 (0.86)","0.00031 (1.8e-05)","PF3D7_1128100","PBANKA_0920100"
"PKNH_0925600","0.83 (5.5e-06)","-1 (2.2e-08)","0.0018 (0.25)","-0.0051 (1e-10)","0 (1)","-0.00019 (0.14)","2.2e-05 (2.7e-05)","-4.9e-05 (0.97)","1.1 (2.6e-52)","-0.5 (1.2e-05)","0.99 (0.98)","0.65 (0.89)","-0.24 (0.12)","PF3D7_1127600","PBANKA_0920800"
"PKNH_0925500","-0.0023 (0.16)","8.6e-05 (0.11)","0.033 (0.0028)","0.73 (4e-38)","-0.31 (7.5e-06)","-0.12 (1.2e-08)","-0.089 (0.17)","0.64 (4.1e-44)","-0.97 (3.7e-42)","0.065 (2.3e-09)","0.18 (0.98)","-0.071 (0.93)","-0.097 (0.002)","PF3D7_1127500","PBANKA_0920900"
"PKNH_0925000","-1.2 (4.1e-11)","0.013 (0.81)","-0.0079 (0.28)","-0.008 (3.9e-05)","0 (1)","0.00038 (0.89)","7.7e-06 (0.07)","0.0021 (0.42)","0.013 (0.18)","0.49 (2.4e-10)","0.66 (1)","-0.84 (0.9)","1.1 (0.00077)","PF3D7_1127000","PBANKA_0921400"
"PKNH_0924600","-0.00017 (0.087)","4.6e-05 (0.00073)","0.00039 (0.012)","0.013 (3.5e-16)","-0.0059 (0.02)","-0.00085 (0.0012)","0 (1)","0.31 (1.7e-54)","-0.87 (1.4e-12)","0.0022 (0.43)","-0.0045 (1)","0 (1)","0 (1)","PF3D7_1126700","PBANKA_0921700"
"PKNH_0923700","-0.0015 (0.16)","3.3e-05 (0.00027)","-5.5e-05 (0.035)","-4.6e-05 (2.3e-49)","3.1e-06 (0.45)","-1.7e-06 (0.25)","1.6e-05 (0.51)","0.0016 (0.63)","0.79 (1.1e-42)","-0.25 (0.043)","-3.6 (0.92)","-0.46 (0.98)","-0.86 (0.00019)","PF3D7_1125800","PBANKA_0922500"
"PKNH_0923300","-0.098 (0.0037)","-0.0029 (1)","0.094 (0.013)","-0.21 (6.3e-17)","-0.0019 (0.065)","-0.0013 (0.26)","-0.0016 (0.22)","-3.2e-05 (0.87)","0.0021 (0.32)","0.0044 (0.12)","-0.03 (1)","-0.06 (0.74)","0.036 (0.26)","PF3D7_1125400","PBANKA_0922900"
"PKNH_0922900","-0.0013 (6.3e-17)","-0.00034 (0.02)","0.0025 (0.78)","0.26 (6.4e-15)","-0.22 (1.4e-06)","-0.017 (0.055)","0.06 (0.062)","-0.04 (8.9e-10)","-0.0046 (0.22)","0.00086 (7.5e-21)","0.00011 (1)","0.00097 (0.81)","0.00076 (0.015)","PF3D7_1125000","PBANKA_0923300"
"PKNH_0922800","0.16 (1.3e-17)","0.37 (2.2e-05)","-0.52 (2.3e-14)","-0.072 (5.3e-09)","-4.5e-05 (1)","-0.001 (0.14)","0 (1)","0.0013 (0.33)","-0.0012 (0.77)","0.00082 (0.057)","-0.011 (0.92)","0.0011 (0.98)","0.0087 (0.37)","PF3D7_1124900","PBANKA_0923400"
"PKNH_0922600","1.7 (1.2e-19)","-0.94 (0.00052)","-0.26 (5.2e-08)","-0.056 (4.8e-09)","-6e-04 (1)","-0.0052 (0.14)","0.00072 (0.22)","0.0054 (0.41)","-0.0092 (0.76)","5.7e-06 (0.056)","2.4e-05 (0.98)","2.9e-05 (0.67)","0.077 (0.28)","PF3D7_1124800","PBANKA_0923500"
"PKNH_0922000","-0.0013 (0.046)","-0.00059 (1)","0.12 (4.5e-07)","-0.18 (2.3e-07)","-0.0091 (0.46)","0.024 (8.7e-07)","0.045 (0.33)","-0.054 (0.0062)","-0.14 (6.3e-12)","0.0028 (0.045)","0.0076 (1)","0.0059 (0.97)","0.0018 (0.77)","PF3D7_1124200","PBANKA_0924100"
"PKNH_0921800","-7e-05 (3.7e-05)","-0.00018 (1)","0.0054 (0.47)","0.34 (3.9e-45)","0.1 (0.021)","-0.1 (1.3e-07)","-0.15 (0.054)","-0.24 (1.9e-08)","0.00043 (0.84)","1.8e-06 (0.95)","-1.2e-05 (0.92)","0.0013 (0.018)","0.00012 (0.0019)","PF3D7_1124000","PBANKA_0924300"
"PKNH_0919900","-0.014 (0.26)","0.4 (0.00024)","-0.34 (6.3e-08)","0.028 (0.15)","-0.025 (0.21)","-0.076 (5.3e-43)","-0.0024 (0.52)","-0.00076 (0.45)","0.00012 (0.97)","0.0011 (0.34)","0.035 (0.98)","-0.0041 (0.97)","0.011 (0.03)","PF3D7_1122200","PBANKA_0926100"
"PKNH_0919300","-1.5 (7.3e-15)","-0.06 (0.53)","0.06 (1.1e-12)","-0.039 (5.1e-05)","0.016 (0.2)","-0.036 (1.1e-09)","-0.009 (0.22)","0.0042 (0.58)","0.11 (5.2e-10)","0.54 (4.3e-14)","0.15 (1)","-0.36 (0.98)","1.3 (0.00013)","PF3D7_1121600","PBANKA_0926700"
"PKNH_0918800","-0.00077 (0.26)","0.29 (0.00047)","-0.11 (0.039)","-0.14 (1.3e-10)","0.019 (0.13)","0.031 (3.7e-07)","-0.1 (0.0056)","-0.021 (2.9e-10)","0.0011 (0.19)","0.00065 (0.058)","-0.0041 (0.99)","0.00025 (0.74)","0.0039 (0.16)","PF3D7_1121100","PBANKA_0927200"
"PKNH_0918700","-9.4e-05 (0.93)","-0.00063 (0.98)","0.00047 (0.74)","0.1 (1.2e-49)","-0.022 (0.022)","0.19 (1.3e-58)","0.14 (0.085)","-0.51 (9.6e-64)","0.57 (5.3e-12)","-0.13 (0.00029)","0.13 (0.98)","0.37 (0.29)","-0.031 (0.064)","PF3D7_1121000","PBANKA_0927300"
"PKNH_0917700","0.06 (1.8e-13)","0.044 (0.53)","-0.13 (0.00089)","-0.07 (8.3e-18)","0.00037 (0.96)","-0.00014 (0.73)","-0.00049 (0.43)","0.00029 (0.36)","0.00043 (0.59)","-0.0012 (0.27)","-0.00051 (0.98)","-0.0022 (0.68)","0.0015 (0.28)","PF3D7_1120000","PBANKA_0928200"
"PKNH_0916600","0.00012 (2.3e-13)","-0.00015 (1.6e-06)","0.0094 (0.31)","0.39 (7.8e-24)","-0.14 (0.012)","-0.063 (9.3e-09)","-0.086 (0.0068)","0.0073 (0.21)","0.2 (1.3e-22)","-0.13 (4.1e-06)","-6.2e-05 (1)","0.0013 (0.031)","-0.00011 (0.00019)","PF3D7_1118900","PBANKA_0929200"
"PKNH_0916500","-0.0032 (0.09)","-0.00052 (0.98)","0.043 (0.02)","-0.071 (0.051)","0.028 (0.51)","-0.032 (0.012)","-0.093 (0.14)","0.058 (1.3e-07)","-0.059 (0.00011)","0.029 (0.0015)","0.39 (0.79)","-0.31 (0.24)","-0.054 (0.018)","PF3D7_1118800","PBANKA_0929300"
"PKNH_0916400","-0.0034 (0.03)","-0.0013 (0.98)","-0.00037 (0.05)","0.0039 (2.3e-05)","0.038 (7.4e-15)","0.29 (6.3e-58)","0.36 (0.0033)","-0.96 (3.9e-84)","-0.19 (9.5e-08)","-0.006 (0.15)","-0.0012 (1)","0.0076 (0.38)","0.0051 (0.24)","PF3D7_1118700","PBANKA_0929400"
"PKNH_0914600","-0.0014 (0.45)","-6e-04 (0.98)","-8e-05 (0.92)","0.016 (7.3e-15)","0.033 (3.3e-05)","0.07 (3.7e-25)","0.025 (0.67)","-0.29 (4.1e-53)","0.38 (4.9e-09)","-0.017 (0.72)","-0.35 (0.99)","0.38 (0.44)","-0.12 (0.0097)","PF3D7_1116900","PBANKA_0931100"
"PKNH_0914500","0 (1)","0 (1)","0.0013 (0.11)","-0.00086 (0.18)","0.00012 (0.003)","-7.6e-05 (0.064)","7.9e-05 (0.6)","0.0035 (0.45)","1.2 (4.7e-53)","-0.26 (0.03)","-0.95 (0.99)","1.1 (0.86)","-1.1 (5.9e-05)","PF3D7_1116800","PBANKA_0931200"
"PKNH_0913600","-0.00016 (4.7e-05)","0.00021 (0.00018)","1.1e-05 (0.71)","0.0069 (0.00012)","0.0046 (0.42)","0.031 (2.2e-15)","0.35 (1.4e-05)","-0.71 (1.3e-75)","-0.064 (0.0043)","-0.009 (0.13)","0.00077 (0.92)","-0.00052 (0.73)","6e-04 (0.00011)","PF3D7_1115900","PBANKA_0932100"
"PKNH_0912700","-0.0078 (1.4e-06)","0.0052 (0.018)","0.00078 (0.0086)","-0.01 (3e-57)","0.00035 (0.12)","0.0043 (0.0019)","0.13 (0.00014)","0.81 (1.5e-75)","-1.3 (1.4e-54)","0.0036 (6.8e-05)","-0.0093 (0.99)","-0.0075 (0.93)","0.0074 (0.02)","PF3D7_1115200","PBANKA_0932500"
"PKNH_0912500","-1 (4e-10)","-0.096 (0.33)","0.16 (9.1e-12)","-0.41 (6.7e-22)","-0.013 (0.053)","0.035 (3.4e-12)","0.0042 (0.89)","-0.061 (2.9e-45)","0.034 (1e-04)","0.17 (0.00024)","-0.74 (0.98)","0.21 (0.98)","1 (0.00043)","PF3D7_1115000","PBANKA_0932700"
"PKNH_0912300","-3.6e-05 (0.46)","0.00055 (0.00043)","0.0018 (0.86)","0.0011 (0.6)","0.12 (9.3e-12)","0.096 (3.9e-11)","0.27 (0.024)","-0.51 (1.9e-46)","-0.01 (0.016)","-1e-04 (0.0016)","-3.2e-05 (0.98)","0.00027 (0.82)","0.00042 (0.00035)","PF3D7_1114800","PBANKA_0932900"
"PKNH_0912200","-5.7e-06 (0.0058)","-2e-04 (1)","0.2 (4e-09)","-0.3 (4.2e-12)","0.1 (0.0071)","0.11 (1.6e-07)","-0.085 (0.51)","-0.35 (1.9e-39)","0.00084 (4.6e-05)","0.00014 (0.034)","2.7e-05 (0.98)","-0.16 (0.018)","-6.1e-05 (0.55)","PF3D7_1114700","PBANKA_0933000"
"PKNH_0910500","0.00029 (0.00039)","-0.00028 (0.76)","0.012 (0.02)","0.044 (3.4e-07)","-0.038 (0.00016)","0.024 (4.8e-10)","0.21 (0.00059)","-0.35 (8e-44)","-0.0042 (0.8)","-0.00046 (0.11)","-1.4e-05 (1)","0.0013 (0.57)","2.9e-05 (0.098)","PF3D7_1112900","PBANKA_0934700"
"PKNH_0909600","-0.00038 (0.51)","2.8e-05 (0.43)","0.028 (0.015)","0.9 (9.3e-75)","-0.13 (0.055)","0.054 (0.046)","-0.48 (0.00025)","-0.051 (1.7e-06)","0.0063 (0.16)","-0.00098 (0.72)","0.00024 (0.92)","-0.048 (0.018)","-5.8e-05 (0.021)","PF3D7_1111900","PBANKA_0935700"
"PKNH_0909200","-0.041 (0.012)","-1e-04 (0.45)","0.022 (0.026)","-0.034 (0.45)","-0.014 (0.73)","0.11 (1.3e-19)","-0.16 (0.065)","-0.045 (1.1e-09)","0.0068 (0.45)","0.041 (0.0043)","0.057 (0.98)","0.18 (0.87)","-0.1 (0.11)","PF3D7_1111500","PBANKA_0936100"
"PKNH_0908400","-8.6e-06 (0.45)","0.00014 (0.093)","-0.0014 (0.65)","0.045 (6.1e-08)","0.11 (3.1e-08)","0.057 (5.1e-08)","0.58 (1.8e-07)","-1.1 (1.1e-112)","0.078 (7.5e-09)","-0.052 (1.1e-08)","4.4e-05 (0.98)","0.0014 (0.018)","3.8e-05 (0.043)","PF3D7_1110700","PBANKA_0936900"
"PKNH_0908300","-0.00052 (1.5e-10)","0.00013 (0.6)","3e-04 (0.014)","0.026 (0.29)","-0.05 (0.00083)","0.019 (0.0031)","-0.034 (0.25)","0.012 (0.0066)","-0.008 (0.051)","-0.0025 (5.3e-24)","-2.6e-05 (1)","0.003 (0.54)","-0.00084 (0.001)","PF3D7_1110600","PBANKA_0937000"
"PKNH_0907200","0.22 (9.8e-20)","0.45 (3e-05)","-0.63 (1.6e-15)","-0.069 (1.4e-08)","-5.7e-05 (1)","-0.0011 (0.14)","0.00012 (0.21)","0.00021 (0.87)","-0.0013 (0.74)","-2.8e-05 (0.0019)","3.5e-05 (1)","9.4e-05 (0.39)","0.013 (0.28)","PF3D7_1109900","PBANKA_0937700"
"PKNH_0906900","0.052 (4.4e-14)","-0.011 (0.76)","0.29 (3.9e-07)","-0.41 (1.3e-30)","-0.02 (0.0023)","-0.0051 (4.4e-09)","0.00023 (0.63)","0.00037 (0.47)","8.7e-05 (0.95)","-0.0015 (0.075)","0.00059 (0.98)","7e-05 (1)","0.0049 (0.23)","PF3D7_1109400","PBANKA_0937800"
"PKNH_0906100","-3.6e-05 (7.8e-05)","-0.00028 (1)","0.11 (9.3e-07)","-0.32 (1.7e-15)","-0.00038 (1)","0.19 (8.1e-25)","-0.29 (0.0018)","-0.041 (2e-06)","-0.0011 (0.49)","3.3e-05 (0.51)","4.7e-05 (0.98)","0.0035 (0.018)","5.8e-05 (0.01)","PF3D7_1108500","PBANKA_0938500"
"PKNH_0903800","2.1e-05 (9e-05)","0.00013 (0.0022)","0.12 (2.1e-05)","-0.1 (4.3e-06)","-0.035 (0.017)","-0.011 (0.00083)","-0.0028 (0.78)","0.019 (0.00014)","-0.021 (5.2e-08)","-5.2e-05 (1.3e-05)","1e-04 (0.98)","0.00032 (0.018)","-1.7e-06 (0.48)","PF3D7_1106200","PBANKA_0940700"
"PKNH_0903700","-3.5e-06 (9.8e-18)","-3e-04 (0.98)","0.063 (8.5e-06)","0.079 (0.071)","-0.13 (0.0034)","-0.039 (0.0013)","-0.029 (0.21)","-0.037 (3.7e-12)","1.3e-05 (0.86)","-8.1e-07 (0.97)","7.8e-06 (0.88)","2.5e-05 (0.033)","4.6e-07 (0.24)","PF3D7_1106100","PBANKA_0940800"
"PKNH_0903400","0.00052 (0.012)","0.018 (0.26)","0.6 (7e-24)","-0.43 (6.1e-46)","-0.012 (0.00088)","-9.6e-05 (0.54)","0.012 (0.00029)","-0.04 (1.8e-21)","-0.0049 (3.8e-12)","9e-05 (0.54)","-0.0035 (0.88)","-0.0031 (0.018)","-2.1e-05 (0.57)","PF3D7_1105800","PBANKA_0941100"
"PKNH_0903100","-0.0072 (0.013)","-0.00048 (0.033)","0.04 (0.17)","0.53 (1.4e-36)","0.1 (0.12)","-0.082 (0.00042)","-0.34 (4.2e-05)","-0.0057 (0.25)","3e-04 (0.86)","0.00099 (0.72)","-0.00073 (0.9)","0.0032 (0.03)","0.0075 (0.19)","PF3D7_1105500","PBANKA_0941400"
"PKNH_0901700","-0.15 (0.0026)","0.022 (0.12)","0.19 (1.5e-08)","-0.15 (2.2e-21)","0 (1)","0.00027 (0.48)","0.0039 (0.00092)","0.0021 (0.76)","0.13 (3.3e-07)","0.8 (2.4e-12)","-0.12 (1)","0.53 (0.96)","-0.64 (0.049)","PF3D7_1104100","PBANKA_0942800"
"PKNH_0900700","0.1 (6.3e-17)","0.066 (0.15)","0.26 (8.7e-08)","-0.24 (8.2e-21)","-1.5e-05 (1)","-0.00024 (0.34)","0.0016 (0.024)","0.0027 (0.0039)","-0.0046 (4.2e-05)","0.0032 (0.0035)","-0.042 (0.88)","-0.0031 (0.87)","-3.6e-05 (1)","PF3D7_1103100","PBANKA_0943600"
"PKNH_0301100","-0.00025 (5.7e-10)","-0.00039 (0.98)","0.12 (7.6e-07)","-0.2 (2.3e-17)","0.056 (7.3e-07)","0.0061 (0.21)","-0.05 (0.0093)","-0.012 (1.8e-12)","0.00051 (0.42)","-1.9e-06 (0.98)","4.1e-05 (1)","-0.076 (0.018)","0.00013 (0.038)","PF3D7_0403300","PBANKA_1000900"
"PKNH_0301700","-0.0022 (0.01)","0.18 (0.1)","-0.18 (0.00079)","-0.1 (4.1e-18)","-0.00043 (0.87)","0.00025 (0.065)","0.00096 (0.78)","0.00016 (1.4e-69)","0.00047 (0.039)","0.0011 (0.75)","0.055 (0.88)","0.013 (0.76)","-0.00055 (0.77)","PF3D7_0403700","PBANKA_1001400"
