"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pk","pb"
"PF3D7_1317800","0.0054 (0.65)","0.12 (1)","-0.017 (0.9)","-0.1 (2.7e-36)","-0.0032 (0.36)","0.0025 (6.3e-10)","0.016 (0.046)","-0.0087 (4.2e-22)","-0.00019 (0.9)","-1.8e-06 (0.86)","-3e-05 (1)","0 (1)","0.0041 (0.26)","PKNH_1418500","PBANKA_1416300"
"PF3D7_1320100","4e-04 (0.72)","-0.09 (0.16)","0.007 (0.81)","0.059 (1.6e-13)","0.017 (0.26)","0.019 (0.0027)","0.23 (6.1e-05)","-0.21 (8.4e-33)","-2.2e-05 (0.68)","0.00019 (4.1e-09)","-0.00027 (1)","5.7e-05 (1)","3.5e-05 (1)","PKNH_1420700","PBANKA_1418400"
"PF3D7_1320500","7.8e-06 (0.65)","-0.093 (0.95)","-0.0099 (0.9)","-0.013 (0.00019)","-0.009 (0.0018)","-0.00097 (2.6e-06)","0.0027 (0.0089)","-0.0028 (1.5e-11)","8.4e-07 (0.31)","1.2e-07 (0.83)","-7.1e-07 (1)","-9.9e-07 (0.95)","-1e-09 (1)","PKNH_1421100","PBANKA_1418800"
"PF3D7_1320600","-0.22 (0.85)","-0.27 (0.46)","-0.0053 (0.95)","-0.077 (7.7e-22)","-0.017 (4.1e-06)","-0.0032 (2.6e-15)","0.00095 (0.059)","-0.00032 (0.27)","0.26 (6.9e-07)","1.2 (8.5e-08)","1.2 (1)","-1.1 (0.95)","-0.63 (0.26)","PKNH_1421200","PBANKA_1418900"
"PF3D7_1321400","-0.018 (0.65)","0.1 (1)","0.0015 (0.99)","-0.044 (2.2e-08)","-0.011 (0.0024)","-0.0023 (2.2e-07)","-0.0014 (0.29)","-6.9e-05 (0.02)","6.5e-06 (0.13)","-4.6e-06 (0.34)","0 (1)","0 (1)","0 (1)","PKNH_1422000","PBANKA_1419700"
"PF3D7_0714400","1.4e-05 (0.65)","0.0065 (1)","0.0018 (0.96)","0.0083 (0.012)","0.0025 (0.32)","0.00075 (0.57)","-0.0086 (0.052)","-0.008 (1.5e-10)","-2e-04 (0.31)","-8.7e-06 (0.0022)","7.6e-06 (1)","-2.4e-05 (0.95)","1.8e-07 (1)","PKNH_1423300","PBANKA_1421000"
"PF3D7_0814100","-0.012 (0.65)","9.6e-05 (1)","-0.013 (0.88)","0.018 (0.015)","-0.0078 (0.25)","-0.0087 (1.4e-05)","-0.0041 (0.018)","3.3e-05 (5.6e-05)","1e-04 (9.8e-05)","-3.8e-05 (0.23)","1.9e-19 (1)","1.4e-19 (0.95)","0 (1)","PKNH_1426200","PBANKA_1423400"
"PF3D7_0813400","-0.13 (0.65)","0.19 (1)","-0.019 (0.93)","-0.034 (0.046)","-0.12 (5.5e-29)","-0.032 (8e-45)","-0.0013 (0.35)","0.0012 (0.67)","0.044 (3.2e-06)","-0.04 (0.07)","0 (1)","0 (1)","0 (1)","PKNH_1427000","PBANKA_1424200"
"PF3D7_0813200","-0.031 (0.65)","-0.021 (1)","0.0074 (0.86)","0.041 (2.7e-10)","-0.018 (0.025)","0.0032 (0.22)","0.079 (0.00021)","-0.13 (1e-41)","0.0028 (4.6e-06)","-0.00037 (0.32)","9.8e-05 (0.85)","6.4e-05 (0.95)","9.4e-06 (1)","PKNH_1427200","PBANKA_1424400"
"PF3D7_0811900","8.4e-05 (0.65)","0.036 (1)","0.046 (0.73)","-0.006 (0.68)","-0.044 (0.0043)","0.062 (2e-07)","-0.031 (0.57)","-0.09 (9.2e-14)","-0.0091 (0.19)","-0.0016 (0.58)","7.8e-07 (1)","-1.4e-06 (0.95)","6.7e-07 (0.26)","PKNH_1428800","PBANKA_1425600"
"PF3D7_1212300","-0.027 (0.65)","0.036 (1)","0.037 (0.72)","0.03 (0.00054)","-0.086 (9.2e-24)","-0.0013 (0.12)","0.011 (5.3e-06)","-0.0046 (3.5e-09)","7.1e-05 (1.7e-09)","-0.0014 (0.58)","-1.5e-05 (1)","-2.4e-05 (0.95)","1.1e-08 (1)","PKNH_1431600","PBANKA_1428300"
"PF3D7_1216200","0.0011 (0.65)","0.39 (0.87)","-0.019 (0.87)","-0.063 (3e-17)","0.00015 (0.91)","-0.0015 (0.0016)","0.001 (0.41)","-0.0033 (0.00053)","0.015 (0.0086)","0.0026 (0.68)","0.00038 (1)","-0.026 (0.95)","-0.0014 (1)","PKNH_1435700","PBANKA_1431900"
"PF3D7_1220300","1e-04 (0.65)","3.4e-06 (1)","-0.0044 (0.93)","0.27 (2.3e-94)","4.7e-05 (1)","-0.05 (7e-04)","-0.25 (0.0023)","0.0084 (0.15)","-0.0053 (0.28)","-0.0013 (0.4)","-0.00013 (1)","4e-04 (0.95)","-5.3e-08 (1)","PKNH_1439500","PBANKA_1435500"
"PF3D7_1221200","-0.0064 (0.65)","-0.012 (1)","-0.0026 (0.97)","-0.051 (5.5e-12)","0.003 (0.39)","-0.0076 (2.1e-13)","0.0017 (0.52)","-0.0035 (5.2e-10)","2.7e-05 (6.2e-06)","-6.8e-05 (0.00025)","2.9e-06 (1)","6.1e-06 (0.95)","-1.5e-07 (1)","PKNH_1440300","PBANKA_1436400"
"PF3D7_1221300","0 (1)","0.25 (0.85)","-0.0012 (1)","-0.013 (0.27)","-0.061 (3.7e-06)","-0.0079 (1.2e-05)","0.0042 (0.4)","0.27 (1.3e-32)","-0.23 (3.4e-17)","-0.013 (0.12)","0 (1)","0 (1)","0 (1)","PKNH_1440400","PBANKA_1436500"
"PF3D7_1222500","0.085 (0.65)","-0.071 (0.51)","-0.0049 (0.93)","-0.014 (0.0091)","-0.0029 (0.52)","0.0024 (3.8e-07)","0.0035 (0.44)","0.026 (4.7e-07)","-0.0035 (0.026)","-0.0089 (0.31)","8.8e-05 (1)","-9.4e-05 (0.95)","-1.5e-05 (1)","PKNH_1441600","PBANKA_1437400"
"PF3D7_1222800","5e-05 (0.65)","-0.00019 (0.94)","0.00094 (0.99)","0.0093 (0.2)","-0.022 (3e-08)","-0.00039 (0.0037)","0.0012 (0.014)","-0.0013 (0.0018)","6.6e-06 (0.2)","-1.6e-05 (0.18)","-8e-06 (1)","-1e-05 (0.95)","9e-09 (1)","PKNH_1442000","PBANKA_1437700"
"PF3D7_1223000","0.00043 (0.65)","-0.00068 (0.84)","-6.7e-05 (0.73)","0.0067 (0.088)","-0.0067 (0.34)","-0.0022 (0.025)","-0.0046 (0.47)","0.088 (1.4e-05)","0.23 (2e-05)","-0.00011 (1)","0.00031 (1)","-0.00018 (0.95)","0.00012 (1)",NA,"PBANKA_1437900"
"PF3D7_1223100","0.069 (1)","-0.47 (0.43)","0.00035 (0.99)","0.0078 (0.00013)","-0.011 (0.00016)","0.0019 (0.007)","0.083 (4.3e-06)","-0.039 (0.003)","2 (1.3e-25)","-0.74 (0.00016)","-0.27 (1)","0.23 (1)","0.54 (0.37)","PKNH_1442300","PBANKA_1438000"
"PF3D7_1223400","0 (1)","0.0067 (0.95)","-0.011 (0.65)","0.011 (0.006)","0.45 (8e-79)","-0.16 (5.9e-33)","-0.26 (6.8e-10)","-0.006 (0.022)","0 (1)","0.011 (0.024)","0.089 (1)","0.35 (0.041)","0 (1)","PKNH_1442600","PBANKA_1438300"
"PF3D7_1224100","0.0022 (0.65)","1e-04 (1)","-0.013 (0.75)","0.034 (9.9e-10)","0.053 (0.00044)","0.05 (0.00012)","0.0079 (0.94)","-0.24 (0.00013)","-0.12 (0.31)","-0.064 (0.033)","-3.6e-07 (1)","-2.1e-05 (0.95)","-6.2e-07 (1)","PKNH_1443300","PBANKA_1439000"
"PF3D7_1226800","4.5e-05 (0.65)","-4.3e-05 (0.43)","0.01 (0.82)","0.0082 (0.00013)","0.0068 (0.0034)","-0.0038 (0.00016)","-0.0016 (0.8)","0.062 (1.5e-21)","-0.017 (0.36)","-0.041 (0.0079)","5.9e-05 (1)","0.096 (0.95)","1.5e-06 (1)","PKNH_1446200","PBANKA_1441600"
"PF3D7_1228500","2e-04 (0.65)","-0.025 (1)","0.043 (0.64)","0.015 (0.15)","-0.039 (2.7e-05)","0.023 (1.1e-42)","0.081 (1.8e-07)","-0.16 (9.5e-22)","0.0076 (0.46)","-0.001 (0.31)","6.7e-05 (1)","-0.00022 (0.95)","5.9e-05 (0.26)","PKNH_1447900","PBANKA_1443200"
"PF3D7_1228900","1.9e-05 (0.8)","0.19 (0.85)","0.047 (0.78)","-0.16 (3.1e-45)","-0.0068 (0.00097)","0.00013 (0.76)","0.00093 (0.42)","-0.0049 (0.011)","8.4e-06 (0.61)","9.9e-06 (0.28)","1e-06 (1)","7.8e-05 (0.95)","-9e-07 (1)","PKNH_1448300","PBANKA_1443700"
"PF3D7_1230000","0.014 (0.94)","-0.22 (1)","-0.022 (0.87)","-0.03 (0.012)","-0.022 (0.011)","-0.0026 (0.44)","0.025 (0.053)","-0.038 (5e-27)","0.0076 (0.00026)","0.17 (3.9e-06)","0.053 (1)","-0.49 (0.95)","0.23 (0.28)","PKNH_1449400","PBANKA_1444700"
"PF3D7_1230400","-0.03 (0.65)","-1e-04 (1)","0.0028 (0.96)","0.017 (0.00052)","-0.014 (0.036)","-0.0069 (4e-12)","-0.00056 (0.61)","0.0016 (0.31)","-7.3e-05 (3.9e-07)","6.1e-06 (0.88)","-4e-04 (1)","-7.5e-06 (1)","-6.9e-05 (1)","PKNH_1449800","PBANKA_1445100"
"PF3D7_1231000","-0.0026 (0.65)","1e-04 (0.64)","-0.0012 (0.99)","0.14 (8.9e-36)","0.022 (0.25)","-0.0052 (0.64)","0.0086 (0.85)","-0.068 (4e-14)","-5.9e-05 (0.84)","0.051 (0.22)","-0.49 (1)","0 (1)","0 (1)","PKNH_1450400","PBANKA_1445700"
"PF3D7_1232100","0.072 (0.65)","-0.039 (1)","0.033 (0.77)","0.033 (0.0057)","-0.11 (1.1e-12)","0.041 (2e-31)","0.17 (2.4e-05)","-0.29 (3.8e-26)","-0.02 (0.22)","1e-04 (1.5e-06)","4.3e-06 (1)","-0.00012 (0.95)","3.9e-05 (0.87)","PKNH_1451600","PBANKA_1446800"
"PF3D7_1232300","5.7e-05 (0.65)","0.014 (1)","0.02 (0.73)","0.049 (2e-12)","0.015 (0.19)","-0.019 (3.4e-08)","-0.0052 (0.55)","-0.02 (2e-23)","4.5e-06 (0.47)","-9.5e-06 (1.4e-06)","9.2e-06 (1)","-3.9e-05 (0.95)","2.6e-07 (1)","PKNH_1451800","PBANKA_1447000"
"PF3D7_1235800","-0.0012 (0.65)","6.5e-05 (1)","0.01 (0.81)","0.073 (1.1e-18)","-0.07 (1.4e-14)","-0.0014 (3.8e-05)","7.7e-05 (3.6e-09)","0.00014 (0.28)","2.4e-05 (0.0069)","-0.00013 (0.00011)","0.00014 (1)","7.2e-20 (0.95)","-5.5e-21 (1)","PKNH_1455500","PBANKA_1450400"
"PF3D7_1238400","-0.00033 (0.65)","1e-04 (0.18)","0.0039 (0.93)","0.024 (1.3e-14)","-0.014 (0.0074)","0.0083 (2e-12)","0.031 (0.02)","-0.024 (4.3e-19)","3.7e-05 (0.29)","-0.11 (0.26)","-0.24 (1)","-0.00048 (0.95)","-0.0095 (1)","PKNH_1458200","PBANKA_1452900"
"PF3D7_1241200","3e-05 (0.65)","0.082 (1)","-0.044 (0.74)","-0.063 (8.9e-08)","-0.0014 (0.9)","-0.013 (9.4e-05)","-0.011 (0.15)","-0.0052 (0.00012)","-0.00019 (0.51)","3e-04 (0.88)","4.1e-05 (1)","0.00024 (0.95)","-9.6e-08 (1)","PKNH_1460300","PBANKA_1454600"
"PF3D7_1242400","0.00012 (0.65)","0.019 (1)","0.0082 (0.93)","0.098 (4.4e-20)","-0.079 (6.3e-10)","0.04 (2.2e-20)","0.058 (0.059)","-0.2 (2.7e-36)","-0.003 (0.18)","-0.034 (0.55)","-0.18 (1)","-0.41 (0.95)","0.0034 (1)","PKNH_1461700","PBANKA_1455800"
"PF3D7_1242900","0.43 (0.65)","-0.71 (0.048)","-0.0044 (0.97)","-0.046 (7.4e-08)","-0.021 (1.8e-07)","0.00029 (0.049)","-0.0013 (0.31)","0.0071 (0.00087)","0.0058 (0.073)","0.27 (2.4e-07)","0.81 (1)","0.77 (0.95)","0.19 (1)","PKNH_1462200","PBANKA_1456300"
"PF3D7_1244700","-7.8e-06 (0.85)","0.56 (0.36)","-0.018 (0.93)","-0.061 (9.6e-09)","0.0047 (0.6)","0.0035 (0.45)","-0.011 (0.64)","-0.048 (0.00016)","-0.015 (0.026)","2.7e-05 (1.5e-09)","2.8e-05 (1)","1.2e-05 (1)","5.5e-06 (0.82)","PKNH_1464400","PBANKA_1457900"
"PF3D7_1245500","-0.0029 (0.65)","-6.6e-06 (1)","-5.2e-06 (0.74)","0.04 (3.5e-27)","0.029 (0.038)","0.12 (1.1e-15)","-0.29 (0.013)","-0.0049 (0.45)","-0.011 (0.011)","4.6e-06 (0.79)","-6.3e-20 (1)","-7.2e-20 (0.95)","8.2e-21 (1)","PKNH_1465200","PBANKA_1458700"
"PF3D7_1246300","2.7e-06 (0.65)","0.48 (0.81)","-0.065 (0.64)","-0.065 (8.3e-27)","0.0046 (0.052)","-0.006 (2.4e-23)","-0.0016 (0.02)","0.013 (1.6e-11)","-0.071 (0.0066)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_1466000","PBANKA_1459400"
"PF3D7_1251300","0 (1)","-0.017 (1)","0.011 (0.93)","0.021 (0.027)","-0.028 (0.0022)","0.00045 (0.85)","0.017 (0.1)","-0.039 (2e-14)","-3.8e-05 (0.18)","1.4e-05 (0.64)","-0.00011 (1)","0 (1)","0 (1)","PKNH_1471300","PBANKA_1464200"
